Item #,Latitude,Longitude,Zip_Code,State Abbrv. ,State,Year,TimeStamp,Event (short name),Event Description,Event Class,Gender of Victim(s),Source,Permanent URL
879,33.76736,-117.868192,92706,CA,California,2017,2017-07-03T00:00:00,Public Campaign,"A student painting that depicts the Statue of Liberty as a Muslim American woman wearing a hijab, displayed in congressman Lou CorreaÍs office in Santa Ana, California, is criticized as an unpatriotic violation of the separation of church and state by members of We the People Rising, an activist group that advocates stricter enforcement of immigration laws. The painting has also resutled in threats against the congressman's office, though police cannot confirm whether these threats are connected to the We the People Rising organization.æ",public campaigns (targeting community),male and female,http://www.ocregister.com/2017/08/03/statue-of-liberty-as-a-muslim-painting-in-rep-lou-correas-office-sparks-complaints/,
880,44.8547,-93.26438,55420,MN,Minnesota,2017,2017-08-05T00:00:00,Arson,"An explosion caused by what the FBI is calling an ""improvised explosive devise"" heavily damages the Dar Al Farooq Center in Minneapolis, Minnesota.æThe blast went off early in the morning, alarming residents and congregants praying in the mosque, but not injuring anyone present. The incident is being investigated by the FBI and the federal Bureau of Alcohol, Tobacco, Firearms and Explosives. Prior to the attack the mosque had recieved multiple hateful messages.æMinnesota Governor Mark Dayton denounced the incident as a ""criminal act of terrorism.""",crimes against property,male and female,http://www.startribune.com/blast-investigated-at-bloomington-islamic-center/438715693/,
881,44.72808,-85.17956,49646,MI,Michigan,2017,2017-06-21T00:00:00,Political Speech,"Residents of Kalkaska County, Michigan, are calling for the resignation ofæJeff Sieting, theæKalkaska village President, after multiple anti-Muslim Facebook posts surface, including posts that call for the deaths of all American Muslims.æ",public speech (political figures),male and female,http://www.record-eagle.com/news/local_news/anger-grows-over-official-s-anti-muslim-posts/article_7100952e-087b-54b8-9ed3-ea31ed339ae8.html,
882,42.580625,-84.43784,48854,MI,Michigan,2017,2017-08-04T00:00:00,Harassment,"James Prater puts his house on the market along with a sign that says ""No Foreigners Iraq Vet"" inæMason, Michigan.æThe Michigan Department of Civil Rights released a statement saying that this sign violates the federal Fair Housing Act, which prohibits ñany notice, statement or advertisementî in real estate transactions that discriminate based on national origin. Prater has been known to make anti-immigrant comments, and has often vocalized his support for President Trump's travel ban.æ",bias-related incident (targeting individual or specific group),male and female,http://www.lansingstatejournal.com/story/opinion/columnists/judy-putnam/2017/08/04/fair-housing-iraq-war-veteran-mason/539322001/,
883,40.694203,-73.98657,11201,NY,New York,2016,2016-11-09T00:00:00,Vandalism,"Members of NYUÍs Muslim Student Association found graffiti of the word ""Trump!"" written at their facilities at the Tandon School of Engineering in Downtown Brooklyn, New York. The group made a public post about the graffiti and asked for support from their fellow students.æ",crimes against property,male and female,http://www.nydailynews.com/news/national/vandal-wrote-trump-nyu-muslim-student-prayer-room-door-article-1.2868035,
884,40.767997,-73.91155,11103,NY,New York,2017,2017-08-08T00:00:00,Violent Incident,"A food vendor in Astoria, New York, is pelted with eggs by an unknown assailant. The vendor called the police, but did not file a report. When the police left, the assailant returned and continued to throw eggs at the vendor.æAttached to the second set of eggs was a note that read ñF--k Arab. F--k Muslim.îæNYPDÍs Hate Crime Task Force is investigating.",bias-related incident (targeting individual or specific group),male,http://www.nydailynews.com/new-york/attacker-hurls-eggs-anti-muslim-note-queens-food-vendor-article-1.3394379,
885,42.353834,-71.047043,2210,MA,Massachusetts,2017,2017-08-02T00:00:00,Harassment,"As part of an ongoing lawsuit betweenæthe television program 'Top Chef' and a group of teamsters, one of the producers, Ellie Carbajal, testifies about her experience being assualted by the fouræteamsters, including anti-Muslim hate speech. The teamsters allegedly surrounded the 'Top Chef' staff's car, and hurled insults, including ""towel head"", a derogatory term for a Muslim.æ",bias-related incident (targeting individual or specific group),female,http://www.washingtontimes.com/news/2017/aug/3/padma-lakshmi-top-chef-judge-threatened-racist-tau/,
886,34.18623,-118.529728,91335,CA,California,2017,2017-06-30T00:00:00,Violent Incident,"While waiting a nearby bustop afteræpraying at the Islamic Center of Reseda in Tarzana, California, a man is attacked by four males who got out of a car and beat him up while using anti-Muslim slurs. The staff of the mosque ran out to check on the injured man who insisted that he did not want to call the police and press charges. ",bias-related incident (targeting individual or specific group),male,http://www.dailynews.com/general-news/20170806/minnesota-mosque-bombing-fuels-anxiety-among-southern-california-muslims,
888,38.89767,-77.036529,20500,DC,District of Columbia,2017,2017-08-08T00:00:00,National Political Speech,"Sebastian Gorka, a White House national security adviser, publically suggests that the bombing of the Dar Al Farooq Islamic Center in Bloomington, Minnesota, is a ""fake"" hate crime ""propogated by the left"". This comment was made while President Trump was being criticized for remaining silent about the bombing.æ",public speech (political figures),male and female,https://www.minnpost.com/glean/2017/08/white-house-advisor-suggests-mosque-attack-could-have-been-fake-hate-crime https://www.washingtonpost.com/news/morning-mix/wp/2017/08/08/trump-still-hasnt-not-condemned-the-minnesota-mosque-bombing-muslim-leaders-are-waiting/?utm_term=.4d1cb91eb5a5,
889,40.69708,-74.54593,7920,NJ,New Jersey,2017,2017-08-08T00:00:00,Anti-Mosque Campaign,"The local planning officials in Bernards Township, New Jersey, approve the mosque building plans of the Islamic Society of Basking Ridge after more than five years of conflict that included aæ$3.25 million settlement of two federal discrimination lawsuits. The planning committee readily admitted that they finally approved the building plans to avoid further litigation, and the construction still faces opposition from locals.æ",bias-related incident (targeting individual or specific group),male and female,https://www.wsj.com/articles/n-j-mosque-is-approved-but-resistance-remains-1502312083,
890,40.246969,-103.775151,80701,CO,Colorado,2017,2017-08-03T00:00:00,Employment Discrimination,"The U.S. Equal Employment Opportunity Commission rules in favor of 130 employees who filed complaints against Wayzata-based Cargill Meatpacking Solutions and in favor of 20 workers who filed complaints against the Teamsters Local No. 455 in Fort Morgan, Colorado, over a dispute about prayer breaks.æThe EEOC determined there was ñreasonable causeî that Cargill had discriminated against the workers because they were black, immigrated from Somalia, and practiced Islam.",bias-related incident (targeting individual or specific group),male and female,http://www.twincities.com/2017/08/10/both-cargill-union-violated-rights-of-muslim-workers-at-colorado-plant-eeoc-says/,
891,33.769776,-118.198754,90802,CA,California,2017,2017-08-08T00:00:00,Detention Discrimination,"The city of Long Beach, California, agrees to pay $85,000 to settle a federal lawsuit filed by a Muslim woman whose hijab was pulled off by a male officer while she was in police custody.æThe settlement concludes the lawsuit filed in 2016 by Kirsty Powell, which prompted the Long Beach Police Department to reverse its policy barring inmates from wearing religious head coverings.",bias-related incident (targeting individual or specific group),female,http://www.latimes.com/local/lanow/la-me-ln-muslim-woman-hijab-removed-settlement-20170810-story.html,
892,39.05903,-77.12482,20852,MD,Maryland,2017,2017-08-13T00:00:00,Violent Incident,"A husband and wife are walking and speaking in Arabic in Rockville, Maryland, when an unknown man stops them and assaults them while shouting derogatory things about Muslims. The incident is being investigated by theæMontgomery County Police as a hate crime.",bias-related incident (targeting individual or specific group),male and female,https://www.washingtonpost.com/local/public-safety/arabic-speaker-is-assaulted-in-rockville-montgomery-police-say/2017/08/14/ba650d2c-814b-11e7-b359-15a3617c767b_story.html?utm_term=.ffb4753858ac,
893,33.38792,-86.796734,35216,AL,Alabama,2017,2017-08-17T00:00:00,National Political Speech,Republican Senate Candidate Roy Moore claims that entire communities in parts of Indiana are subject to shari'a law. He has in the past also claimed that Islam is a false religion.,public speech (political figures),male and female,http://www.indystar.com/story/news/2017/08/17/ala-senate-candidate-says-theres-sharia-law-parts-indiana-there-isnt/576491001/,
